posted_date,candidate,message,timestamp,likes,shares,comments,type,observation,collected_time,collected_date,twitter post,ig_post,comment,language,media
12/3/2020,biden,It’s time we reward hard work in America — not just wealth.,8:37 PM,"100,333","2,515","10,000",post,"no pictures, just post",12/9/2020,1:00 PM,,,,en,
12/4/2020,biden,"Georgia — Our work isn’t over yet.
Register to vote by December 7th, and let’s flip the Senate: iwillvote.com",9:07 AM,"22,941","2,516","6,500",video,it looks like a campaign video,12/9/2020,1:00 PM,,,,en,
12/4/2020,biden,"As soon as Dr. Fauci declares we have a safe vaccine, I’ll take it.",1:04 PM,"55,827","2,432","6,600",video,interview with jake tapper of CNN,12/9/2020,1:00 PM,,,,en,
12/4/2020,biden,Tune in as I deliver remarks on the final jobs report of 2020 and the state of our economy.,3:19 PM,"24,526","2,257","12,000",video,live video of Biden's remarks,12/9/2020,1:00 PM,,,,en,
12/4/2020,biden,"To everyone who is struggling, I promise you help is on the way.",5:33 PM,"23,084","1,305","4,700",video,clip of Biden talking with supporters,12/9/2020,1:00 PM,,,,en,
12/4/2020,biden,"On the day I’m inaugurated, I’ll call on the public to wear a mask for 100 days.
Let’s keep our fellow Americans safe and save lives.",7:30 PM,"49,155","2,462","9,300",video,clip of biden talking in his event,12/9/2020,1:00 PM,,,,en,
12/4/2020,biden,"With less than 50 days until Inauguration Day, now is the perfect time to stock up on gear to celebrate. Head to store.bideninaugural.org to find everything you need.",8:45 PM,"18,694",728,"9,600",link to store.bideninnaugural.org,it includes a photo of tshirts for sale,12/9/2020,1:00 PM,,,,en,
12/5/2020,biden,"Our country is in the middle of a dramatic spike in COVID-19 cases. Please wear a mask, keep social distancing, and limit the size of any groups. It’s our patriotic duty as Americans.",9:44 AM,"76,659","3,340","11,000",post,"no pictures, just post",12/9/2020,1:00 PM,,,,en,
12/5/2020,biden,"If Congress and President Trump fail to act by the end of December:
- 12 million Americans will lose unemployment benefits
- Emergency paid leave will end
- The moratorium on evictions will expire 
The situation is urgent. Americans need help and they need it now.",1:30 PM,"55,091","3,764","10,000",post,"no pictures, just post",12/9/2020,1:00 PM,,,,en,
12/5/2020,biden,"My dad used to say, “Joey, I don’t expect the government to solve my problems. But I expect it to understand my problems.”
Folks out there aren’t looking for a handout — they just need help. They’re in trouble through no fault of their own, and they need us to understand.",5:10 PM,"53,036","3,775","8,100",video,clip of biden's remarks,12/9/2020,1:00 PM,,,,en,
12/5/2020,biden,"I know times are tough, the challenges are daunting, but I know we can do this.
We can create an economic recovery for all. We can move from crisis to recovery to resurgence.
This is the United States of America. We’ve done it before — and we will do it again.",8:14 PM,"56,574","1,783","10,000",post,"no pictures, just post",12/9/2020,1:00 PM,,,,en,
12/6/2020,biden,"With COVID-19 cases rising across the nation, we need to ramp up our production of personal protective equipment. We have to ensure our brave health care workers have everything they need to safely battle this virus.",11:16 AM,"46,773","1,504","8,200",post,"no pictures, just post",12/9/2020,1:00 PM,,,,en,
12/6/2020,biden,"The dreams of too many Americans have been deferred for too long. 
We must make the promise of this nation real for everybody — no matter their race, identity, ethnicity, or faith.",3:55 PM,"41,458","3,761","8,400",post,"no pictures, just post",12/9/2020,1:00 PM,,,,en,
12/7/2020,biden,"This team of world-class medical experts and public servants will be ready on day one to implement a full government response to this crisis.
Together, we'll overcome our toughest challenges and make health care a right for all Americans.",10:06 AM,"42,143","1,907","4,900",link to buildbackbetter.gov,photo with pictures of the health team appointments,12/9/2020,1:00 PM,,,,en,
12/7/2020,biden,"Georgia — Today is your last day to register to vote in the January runoff. 
Head to iwillvote.com/GA to get registered, and let’s flip the Senate.",11:45 AM,"39,057","2,075","6,600",photo,this has the I Will Vote symbol,12/9/2020,1:00 PM,,,,en,
12/7/2020,biden,"Dr. Fauci isn't just one of our foremost experts on combating viruses—he is a good man and a tireless public servant. He has served six presidents and led us through some of our toughest challenges.
Our administration, and our country, will be stronger because of his guidance.",2:15 PM,"112,249","3,006","6,500",post,"no pictures, just post",12/9/2020,1:00 PM,,,,en,
12/7/2020,biden,"Today, we remember those we lost at Pearl Harbor 79 years ago — and we salute those who answered duty’s call with strength and courage. Our nation owes an incredible debt to those who have served and must ensure they and their families receive the care they’ve earned.",3:59 PM,"54,800","2,241","5,600",post,"no pictures, just post",12/9/2020,1:00 PM,,,,en,
12/8/2020,biden,"Chuck Yeager redefined the possible. Where others saw limits, he saw opportunity and never stopped pushing the boundaries of flight. Above all, he was a patriot who dedicated his life to serving our nation. Jill and I are keeping his loved ones in our prayers.",11:51 AM,"49,340","2,046","2,600",link to NPR.org,story on Yeager's death and legacy,12/10/2020,11:00 AM,,,,en,
12/8/2020,biden,"I need a team that’s ready on day one to contain the pandemic and ensure everyone has access to quality, affordable health care. This is that team. Tune in as I introduce them for the first time.",1:55 PM,"26,626","3,175","13,000",video,live video of Biden's remarks annoucing appointments to health team,12/10/2020,11:00 AM,,,,en,
12/8/2020,biden,"In the many hours we've spent together in the Situation Room and with our troops—I've witnessed General Austin's character. 
He shares my belief that we are strongest when we lead not only by the example of our power, but by the power of our example.",4:04 PM,"85,884","3,915","5,400",link to Atlantic.com,Biden wrote an article for the Atlantic explaining why he nominated Austin,12/10/2020,11:00 AM,,,,en,
12/8/2020,biden,"I know General Austin. I trust him. Because I know how he reacts under pressure.
When ISIS emerged as a terrorist threat, President Obama and I turned to General Austin in the Situation Room and he led us through.
Now, I turn to him again as Secretary of Defense.",4:59 PM,"22,554","2,043","2,800",video,video of Austin in Iraq with military fatigues,12/10/2020,11:00 AM,,,,en,
12/8/2020,biden,"Dr. Fauci is trusted, a truth teller, and a patriot. I’m grateful he’ll be a key member of my COVID team as we work to get this virus under control.",8:19 PM,"49,795","2,182","4,700",video,clip of Biden's remarks,12/10/2020,11:00 AM,,,,en,
12/8/2020,biden,"Today, I’m proud to introduce key members of my health team. It’s made up of world-class experts at the top of their fields who are ready on day one to get the pandemic under control so we can get back to work, back to our lives, and back to our loved ones.",9:03 PM,"57,306","1,600","6,800",photo,photo of the event introducing appointments to health team,12/10/2020,11:00 AM,,,,en,
12/9/2020,biden,"On day one, I’ll sign an executive order to require masks everywhere I can.",9:53 AM,"60,516","3,475","10,000",video,clip of Biden's remarks,12/10/2020,11:00 AM,,,,en,
12/9/2020,biden,"Throughout his lifetime of dedicated service, General Austin has demonstrated exemplary leadership, character, and command. Tune in as I introduce my nominee for Secretary of Defense.",1:42 PM,"25,393","2,104","7,600",video,live video feed of event nominating Austin to DOD,12/13/2020,3:00 PM,,,,en,
12/9/2020,biden,"This pandemic is one of the toughest challenges America has ever faced.
But I know that together we will overcome — and heal — as one nation.",3:29 PM,"24,522","1,207","4,400",video,clip of Biden's remarks,12/13/2020,3:00 PM,,,,en,
12/9/2020,biden,"My first 100 days won’t end COVID-19. I cannot promise that. We did not get into this mess quickly, and it’s going to take time to fix.  
But I am convinced that with these steps in 100 days, we can change the course of the disease and change life in America for the better.",6:05 PM,"97,627","5,012","11,000",photo,infographic of covid-19 priorities in first 100 days,12/13/2020,3:00 PM,,,,en,
12/9/2020,biden,"Secretary-designate Lloyd Austin is feared by our adversaries, respected by our allies, and beloved by the men and women of America’s armed forces.
I am honored to nominate him as the 28th Secretary of Defense.",7:30 PM,"24,558","1,131","4,300",video,clip of Biden's remarks,12/13/2020,3:00 PM,,,,en,
12/9/2020,biden,"I have worked closely with Secretary-designate Lloyd Austin. He is the definition of duty, honor, and country. I know that under his leadership, the Department of Defense will advance the security of the American people in ways that always honor our highest values and ideals.",9:00 PM,"56,689","1,775","6,400",photo,Photo of Austin in the stage in Wilmington with Biden and Harris in the background with masks.,12/13/2020,3:00 PM,,,,en,
12/10/2020,biden,"Seventy two years ago, Eleanor Roosevelt and other leaders from around the globe adopted the Universal Declaration of Human Rights, affirming that all human beings are “born free and equal in dignity and rights.” From the horrors of a world war, they championed a simple yet revolutionary truth — that peace, prosperity, and justice rely on our obligation to uphold the universal rights of all. 
Today, we recognize Human Rights Day and honor those who work tirelessly, often at great personal risk, to defend fundamental freedoms and fight oppression. Around the world, authoritarian leaders desperate to maintain their grip on power deny this truth: internationally recognized human rights and fundamental freedoms are each — equally — the entitlement of all. It makes no difference where we live and no matter how we look, how we pray, or whom we love. In too many countries, people are imprisoned and face torture or death for speaking their minds, reporting the news, or demanding their rights. 
This year, amid a pandemic and global protests, we are reminded of how much work remains to be done to root out the systemic inequities that continue to cut short lives and imperil livelihoods. And as we work with partners and through international organizations to advance human rights globally, we must also recognize that our task begins at home. Every American — regardless of race, ethnicity, zip code, religion, sex, sexual orientation, gender identity, or disability — should be free to flourish in a society that values and defends equal justice for all. We must lead by the power of our example, standing in solidarity with generations of brave women and men who have fought for our common dignity.
My administration will build on this legacy and stand with human rights defenders here in the United States and the world over as we put universal rights and strengthening democracy at the center of our efforts to meet the challenges of the 21st century.",9:25 AM,"69,362","4,939","6,100",post,"no pictures, just post",11:30 AM,12/18/2020,,,,en,
12/10/2020,biden,"This group will do critical work on behalf of every American.
Their jobs are where rubber meets the road — where governance can make a meaningful difference in people’s lives, advancing prosperity for all Americans.",12:48 PM,"22,497",778,"3,700",link to buildbackbetter.gov,"Picture with photos of appointments to domestic team: Agriculture, HUD, Veterans Affairs, USTR and Domestic Council",11:30 AM,12/18/2020,,,,en,
12/10/2020,biden,"The Georgia Senate runoffs are crucial — it’s why I’ll be traveling there next Tuesday. But we all need to do our part to make sure we win these races. If you’re able, chip in to our new Flip Georgia Fund to help us take back the Senate.",2:22 PM,"35,542","1,785","5,200",Link to ActBlue.Com,fundraising post for GA senate race,11:30 AM,12/18/2020,,,,en,
12/10/2020,biden,We must prepare to meet the challenges of the future — not keep fighting the wars of the past.,4:07 PM,"30,164","1,387","6,000",video,clip of Biden's remarks on foreign policy,11:30 AM,12/18/2020,,,,en,
12/10/2020,biden,"As Hanukkah begins, Jill and I send our warmest wishes to everyone celebrating in the United States and around the world. We know things look a little different this year, but we hope these next eight nights are filled with family, love, and light. Chag Sameach!",6:58 PM,"22,660","1,687","3,200",photo,menorah,11:30 AM,12/18/2020,,,,en,
12/10/2020,biden,"Yesterday marked another tragic, preventable milestone in our fight against COVID-19, but this news is a bright light. I’m grateful for every scientist, researcher, and public health expert who made it possible.",11:02 PM,"53,711","2,246","8,600",link to NYTimes.com,story on FDA advisory panel green light to vaccine,11:30 AM,12/18/2020,,,,en,
12/11/2020,biden,"I’m honored to be Person of the Year with Kamala Harris and grateful to be on this list with so many extraordinary folks. From front line workers to racial justice organizers, Americans met this year with strength, fortitude, and an unflinching belief in a brighter tomorrow.",11:04 AM,"274,605","12,227","23,000",photo,cover of Time Magazine - Person of the Year with Biden and Harris,11:30 AM,12/18/2020,,,,en,
12/11/2020,biden,"From Housing and Urban Development to Veterans Affairs — this team is where the rubber meets the road, and they’re ready to help the American people build back better. Tune in as I introduce them.",2:54 PM,"18,322","1,801","9,500",video,"live video of Biden's introduction of nominee and appointments to domestic team - Agriculture, HUD, USTR and Veterans Affaris plus Domestic Policy Council",11:30 AM,12/18/2020,,,,en,
12/11/2020,biden,"It’s time to get back to a government of the people, for the people, by the people. That’s how we can move forward and solve the biggest challenges we face.
There is no group of individuals I trust more to stand up for Americans.",6:05 PM,"20,707","1,599","6,400",video,looks like a campaign video,11:30 AM,12/18/2020,,,,en,
12/11/2020,biden,"Beating COVID-19 will take everyone doing their part.
Wear a mask. Social distance. Limit travel over the holidays. 
We can end this, together.",7:41 PM,"64,143","2,050","7,100",post,"no pictures, just post",11:30 AM,12/18/2020,,,,en,
12/12/2020,biden,"This team will meet the unique and challenging moment we’re facing as a nation. They bring deep experience, bold new thinking, and they know how government can — and should — work.
Together, we’re going to build back better for all Americans.",10:09 AM,"49,634","1,575","5,800",photo,Biden's remarks,11:30 AM,12/18/2020,,,,en,
12/12/2020,biden,"Five years ago today, the world gathered to adopt the Paris Agreement on climate change. The product of years of tough diplomacy, the Paris Agreement created an unprecedented framework for global action to avoid potentially catastrophic planetary warming, while building global resilience to the climate impacts we are already experiencing. It sent a clear signal that nearly 200 countries were — finally, together —moving toward a clean-energy future. 
U.S. leadership was essential to negotiating Paris and indispensable to bringing the Agreement into force. Over the last four years, however, the world has lost that momentum, and nations and people in every part of the world are feeling the devastating impacts of a changing climate. We haven’t come close to the bold action that’s needed, and today, we have no time to waste. 
The United States will rejoin the Paris Agreement on day one of my presidency, and I’ll immediately start working with my counterparts around the world to do all that we possibly can, including by convening the leaders of major economies for a climate summit within my first 100 days in office. The Biden-Harris Administration will increase the ambition of our domestic climate target and put the country on a sustainable path to achieve net-zero emissions no later than 2050. We’ll elevate the incredible work cities, states, and businesses have been doing to help reduce emissions and build a cleaner future. We’ll listen to and engage closely with the activists, including young people, who have continued to sound the alarm and demand change from those in power. And we’ll do all of this knowing that we have before us an enormous economic opportunity to create jobs and prosperity at home and export clean American-made products around the world, harnessing our climate ambition in a way that is good for American workers and the U.S. economy. 
As we mark this anniversary, I am grateful to leaders around the world and across the country — at all levels — who remained steadfast in their commitment to the goals we embraced five years ago in Paris. And, under a Biden-Harris Administration, America will be back working with our partners around the world to ensure we realize those goals for the sake of our families and future generations.",1:15 PM,"86,277","4,046","8,400",post,"no pictures, just post",11:30 AM,12/18/2020,,,,en,
12/12/2020,biden,"My first 100 days won’t end COVID-19, but we can slow the spread, save lives, and get back to our lives with our loved ones.",3:17 PM,"33,273","1,818","6,300",video,clip of Biden's remarks,11:30 AM,12/18/2020,,,,en,
12/12/2020,biden,Congress needs to act now on a COVID relief package. The American people can’t wait.,8:00 PM,"30,935","1,796","7,200",video,clip of Biden's remarks,11:30 AM,12/18/2020,,,,en,
12/12/2020,biden,"Under a Biden-Harris Administration, we will rejoin the Paris Agreement on day one and lead the world in the fight against climate change.",10:37 PM,"49,313","2,838","6,300",video,Signature of the Paris Agreement,11:30 AM,12/18/2020,,,,en,
12/13/2020,biden,"We may be physically apart during these difficult times, but you’re not alone. Take a few minutes today to reach out to friends and family. We’ll get through this, together.",10:48 AM,"147,646","3,847","7,800",photo,Biden giving air hug to a person with disability,11:30 AM,12/18/2020,,,,en,
12/13/2020,biden,"For your family, neighbors, and country — wear a mask.",1:19 PM,"37,867","4,067","4,200",video,Member of Biden's health team wearing masks,11:30 AM,12/18/2020,,,,en,
12/13/2020,biden,"We’re in the teeth of the COVID-19 crisis right now, and this nation needs presidential leadership.
Leadership that is willing to model the steps we all should be taking in our own lives.","39,163",39163,956,"6,100",post,"no pictures, just post",11:30 AM,12/18/2020,,,,en,
12/13/2020,biden,"Grassroots donors were the backbone of my campaign. And to thank you for everything you did to win this battle for the soul of the nation, I’ll be holding a Grassroots Donor Thank You call tomorrow night.
I hope you’ll join us. Head to https://joe.link/384cSyl to RSVP today.",5:15 PM,"25,170",710,"7,300",Link to ActBlue.Com,fundraising post,11:30 AM,12/18/2020,,,,en,
12/13/2020,biden,I believe health care is a right for all — not a privilege for the few. And I’ll keep that belief front and center as I work to ensure every American has access to the care they need.,7:45 PM,"56,068","2,744","7,900",photo,reads: health care is a right for all,11:30 AM,12/18/2020,,,,en,
12/14/2020,biden,Stay hopeful — brighter days lie ahead.,11:53 PM,"102,032","3,192","5,600",link to abcnews.go.com,story on the first COVID-19 vaccine administered in the USA,11:30 AM,12/18/2020,,,,en,
12/14/2020,biden,"To the families, loved ones, and broken and healing hearts of Sandy Hook, I know. No matter how long it’s been, every time you talk about it, you relive it as though you just heard the news. Eight years later, I know the pain never fully heals.
I think about how that day eight years ago was the saddest day we had in the White House. Twenty first-graders. Their six educators. And I think about the time we have spent with each other grieving since then. I remain in awe as so many of you turned pain into purpose.
There have been plenty of thoughts and prayers in the years since, but we know that is not enough. Together, with millions of our fellow Americans, we will fight to end this scourge on our society and enact common-sense reforms that will save countless lives.",1:03 PM,"125,514","14,225","6,300",photo,photos of people who were killed in Sandy Hook,11:30 AM,12/18/2020,,,,en,
12/14/2020,biden,"Georgia — in-person early voting starts today. Head to iwillvote.com/GA to find all the information you need to make your voice heard.
Wear a mask, practice social distancing, and help flip the Senate.",3:05 PM,"25,014",906,"3,900",photo,i will vote sign,11:30 AM,12/18/2020,,,,en,
12/14/2020,biden,"Folks, tomorrow is the last day of open enrollment for 2021 coverage. Head to healthcare.gov today to find the health insurance plan that works best for you.",4:48 PM,"23,685",974,"3,100",post,"no pictures, just post",11:30 AM,12/18/2020,,,,en,
12/14/2020,biden,"I’m forever humbled by the fact that 5.7 million people chipped in to power our campaign to victory. And to thank everyone, we’re hosting a Grassroots Donor Thank You call tonight. Head to https://joe.link/384cSyl to join us.",6:30 PM,"39,385",957,"5,600",Link to ActBlue.Com,fundraising post,11:30 AM,12/18/2020,,,,en,
12/14/2020,biden,"It’s official, folks. Tune in as I deliver remarks on today’s electoral college vote certification and the strength and resilience of our democracy.",7:30 PM,"83,919","7,589","23,000",video,live video of Biden's remarks,11:30 AM,12/18/2020,,,,en,
12/14/2020,biden,"In America, politicians don’t take power — the people grant it to them. 
The flame of democracy was lit in this nation a long time ago.
And we now know that nothing — not even a pandemic or an abuse of power — can extinguish that flame.",10:17 PM,"82,125","4,014","7,900",post,"no pictures, just post",11:30 AM,12/18/2020,,,,en,
12/14/2020,biden,What beats deep in the hearts of the American people is this: Democracy.,10:31 PM,"46,906","3,030","5,900",video,clip of Biden's remarks,11:30 AM,12/18/2020,,,,en,
12/14/2020,biden,"Today, the members of the Electoral College cast their votes for president and vice president. And once again, the rule of law, our Constitution, and the will of the people have prevailed.
Our democracy — pushed, tested, and threatened — proved to be resilient, true, and strong.",11:38 PM,"220,353","8,426","19,000",photo,Biden and Harris with their families celebrating win,11:30 AM,12/18/2020,,,,en,
12/15/2020,biden,"As I said throughout the campaign: I will be a president for all Americans.
I will work just as hard for those of you who didn’t vote for me as I will for those who did.",11:43 AM,"56,307","1,451","9,000",post,"no pictures, just post",11:30 AM,12/18/2020,,,,en,
12/15/2020,biden,"Health care is personal to me — and I’ll always fight to ensure folks like Xiomara are protected and have access to the care they need.
Don’t miss your chance to get covered for 2021, head to http://healthcare.gov before midnight to pick a plan that works best for you.",1:18 PM,"18,518","1,258","3,000",video,Biden talking with a supporter,,,,,,en,
12/15/2020,biden,"With early voting underway and just three weeks until Election Day, I’m in Atlanta to encourage folks to get out and vote. Tune in.",3:05 PM,"24,905","2,484","10,000",video,live video of Stacey Abrams,,,,,,en,
12/15/2020,biden,"The future of health care, the economy, and the planet are all on the line. We’ve got to win Georgia and flip the Senate.
iwillvote.com/GA",4:25 PM,"81,030","4,395","6,700",photo,photo of Georgia senate candidates,,,,,,en,
12/15/2020,biden,"Mayor Pete Buttigieg is a leader, patriot, and problem-solver. He speaks to the best of who we are as a nation.
I am nominating him for Secretary of Transportation because he's equipped to take on the challenges at the intersection of jobs, infrastructure, equity, and climate.",8:10 PM,"191,711","9,150","13,000",photo,It has a photo of Buttigieg with highlights of why he has been selected for transportation.,,,,,,en,
12/15/2020,biden,"From the economy to criminal justice to climate change — there’s so much we can get done. But we need senators who are willing to do it.
iwillvote.com/GA",10:27 PM,"31,834","1,670","4,300",video,Biden's remarks in Georgia,,,,,,en,
12/15/2020,biden,"With Jon Ossoff and Reverend Warnock in the Senate, the doors of promise and progress will open in Washington. 
iwillvote.com/GA",11:21 PM,"41,530","2,797","7,200",video,biden's remarks in Georgia,,,,,,en,
12/16/2020,biden,Mayor Pete Buttigieg is a barrier-breaking public servant with a track record of forward-thinking leadership. Tune in as I nominate him to be our next Secretary of Transportation.,12:03 PM,,,,video,biden's on buttigieg's nomination,,,,,,en,
12/16/2020,biden,"This pandemic is one of the toughest challenges America has ever faced.
But I know that we will overcome — and heal — together as one nation.",2:08 PM,,,,photo,Biden wearing a mask.,,,,,,en,
12/16/2020,biden,"Pete Buttigieg has the perspective of a mayor that solves problems and brings people together.
He’s got the vision of a next-generation leader with the experience and temperament to help dig us out of this economic crisis.",3:56 PM,,,,video,clip of Biden's remarks on buttigieg's nomination,,,,,,en,
12/16/2020,biden,"Kamala Harris and I are building a historic Cabinet.
A Cabinet that looks like America and taps into the best of this nation.",7:09 PM,,,,video,clip of biden,,,,,,en,
12/17/2020,biden,"When I think of climate change, I think about jobs. Good-paying, union jobs that put Americans to work, make our air cleaner, and rebuild America’s crumbling infrastructure.",10:37 AM,,,,post,"no pictures, just post",,,,,,en,
12/17/2020,biden,"I’m prepared to sign a COVID relief package on day one, but I need Reverend Warnock and Jon Ossoff in the Senate to get it done.
Georgia — Make your plan to vote early today: iwillvote.com/GA",4:35 PM,,,,video,Biden's remarks,,,,,,en,
12/17/2020,biden,As I said throughout the campaign: I will be a president for all Americans. I will work just as hard for those of you who didn’t vote for me as I will for those who did.,7:04 PM,,,,photo,biden on a podium,,,,,,en,
12/17/2020,biden,"We have no time to waste to confront the climate crisis, protect our air and water, and deliver justice to communities that have long shouldered the burdens of environmental harms.
Together, on behalf of all Americans, this team will meet this moment with the urgency it demands.",10:20 PM,,,,video,looks like a campaign video,,,,,,en,
12/19/2020,biden,"Folks, there are less than three weeks until the Georgia Senate runoffs and we need to ensure Jon Ossoff and Reverend Warnock have the resources to win. If you’re able to, chip in to our Flip Georgia Fund to help take back the Senate.",11:15 AM,,,,Link to ActBlue.Com,fundraising post for GA senate race,,,,,,en,
12/19/2020,biden,We need to meet the threat of climate change with the urgency it demands — and seize the opportunity to build back better. Tune in as I introduce members of my climate team who will get it done.,2:32 PM,,,,video,biden's event introducing the energy and climate team,,,,,,en,
12/19/2020,biden,"Together, we’re going to tackle the threat of climate change head-on and create millions of good-paying, union jobs.",7:53 PM,,,,video,clip of biden's event introducing the energy and climate team,,,,,,en,
12/19/2020,biden,"When it comes to the existential threat of climate change, we have no time to lose. This team will be ready on day one to meet this moment with the urgency it demands and build our nation back better than ever.",8:59 PM,,,,photo,biden in the even introducing the energy and climate team,,,,,,en,
12/19/2020,biden,I believe that every American has a fundamental right to breathe clean air and drink clean water.,9:30 AM,,,,video,clip of biden's event introducing the energy and climate team,,,,,,en,
12/19/2020,biden,"In one month, we begin to heal.",1:18 PM,,,,photo,biden in a Black church,,,,,,en,
12/19/2020,biden,"As the first Native American Cabinet Secretary in our nation’s history, Congresswoman Haaland will be a true steward of our national parks, natural resources, and all of our lands.",5:46 PM,,,,video,clip of biden introducing Haaland to interior department,,,,,,en,
12/19/2020,biden,"One month, folks.",7:38 PM,,,,video,looks like a campaign video,,,,,,en,
12/22/2020,biden,"I applaud this relief package, but our work is far from over. Starting in the new year, Congress will need to immediately get to work on support for our COVID-19 plan.
My message to everyone out there struggling right now: help is on the way.",12:30 AM,,,,link to apnews.com,story on passage of COVID relief bill in Congress,,,,,,en,
12/22/2020,biden,"Ten years ago today, I joined President Obama as he signed the repeal of Don’t Ask, Don’t Tell into law. Thanks to sound implementation by civilian and uniformed leaders across the Department of Defense, today our military is stronger, more capable, and more inclusive for all who serve.",1:55 PM,,,,photo,Obama signing don't ask don't tell law,,,,,,en,
10/19/2020,trump,Sen. Ron Johnson Calls For FBI To Address Reported Biden Ukraine Meeting,,"146,841","14,317","22,000",link to news,Link to Breibart story on Senator Johnson calls FBI to investigate Biden's connection with Ukraine,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,15 DAYS! VOTE!!!!,,"38,712","1,700","11,000",link to campaing website,Includes photo of trump with US flag in background,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"TODAY: Watch Vice President Mike Pence's Remarks from Hermon, Maine at 11:30 am ET! RSVP: bit.ly/3dGZsur #TeamTrump",,"49,564","1,878","17,000",share of Team Trump post,"this is an invitation to sign up for Pence's rally in Hermon, ME.",11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"LIVE: Vice President Pence in Hermon, ME #Maine Text VOTE to 88022",,"86,554","5,961","21,000",live video feed,"video of Pence's rally in Hermon, ME",11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,PENNSYLVANIA! Today is the last day to register to VOTE! #MAGA,,"3,647",468,677,link to campaing website,includes photo of trump with US flag in background,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"FLORIDA—Early voting is underway! For more information, go to Vote.DonaldJTrump.com, and let’s MAKE AMERICA GREAT AGAIN!",,"17,539",807,"3,700",link to campaing website,includes photo of trump with US flag in background,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"WOW! Thank you ARIZONA! Departing Nevada now, and will see you all soon. Together, we are going to MAKE AMERICA GREAT AGAIN! http://Vote.DonaldJTrump.com",,"114,627","14,666","7,800",link to campaing website,it includes a timelapse video of people standing in line on a road cheering and holding signs as president drives by.,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"Maggie Haberman, There has never been a time in either of my two Campaigns when I felt we had a stronger chance of winning than we do right now. Early voting reports look far stronger than originally anticipated. Every RALLY is BOFFO. Mark Meadows & team are doing a fantastic job. There has never been more enthusiasm or spirit, by everyone. Great fun, and so good for our Country. Already winning many states, but not reported. Biden put the LID on again - raising money with promises. They finally caught him, COLD, and he knows it. Laptop is devastating!",,"103,706","6,294","11,000",post,"no pictures, just post",11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,Heading for Arizona. See you soon!,,"142,828","1,795","10,000",post,"no pictures, just post",11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"GREAT news! New government of Sudan, which is making great progress, agreed to pay $335 MILLION to U.S. terror victims and families. Once deposited, I will lift Sudan from the State Sponsors of Terrorism list. At long last, JUSTICE for the American people and BIG step for Sudan!",,"561,125","72,046","37,000",post,"no pictures, just post",11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"Dr. Tony Fauci says we don’t allow him to do television, and yet I saw him last night on 60 Minutes, and he seems to get more airtime than anybody since the late, great, Bob Hope. All I ask of Tony is that he make better decisions. He said “no masks & let China in”. Also, Bad arm! P.S. Tony should stop wearing the Washington Nationals’ Mask for two reasons. Number one, it is not up to the high standards that he should be exposing. Number two, it keeps reminding me that Tony threw out perhaps the worst first pitch in the history of Baseball!",,"371,034","22,027","55,000",post,"no pictures, just post",11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"TODAY: Watch President Donald Trump's Remarks from Prescott, Arizona at 3:00 pm ET! RSVP: #TeamTrump",,"14,689",592,"3,900",share of Team Trump post,the picture looks like an invitation,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"Governor Cuomo has shown tremendously poor leadership skills in running N.Y. Bad time for him to be writing and promoting a book, especially since he has done such a poor job with Covid and Crime. So many unnecessary deaths. The City & State have sunk to historic lows. Washington wants nothing to do with him, and that’s so bad for New York, which has become a ghost town. Andrew spends too much time listening to his brother, Fredo. Forget the books and your apology tour. The Federal Government would love to help New York regain its luster!",,"122,886","8,612","18,000",post,"no pictures, just post",11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"LIVE: President Donald Trump in Prescott, AZ #Arizona Text VOTE to 88022",,"62,689","6,306","34,000",live video feed,Trump in campaign rally in Arizona,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"Just arriving in Prescott, what a crowd! I love Arizona!!",,"464,544","62,101","34,000",video,Video of Air Force One landing.,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"THANK YOU ARIZONA! Together, we are going to MAKE AMERICA GREAT AGAIN! Vote.DonaldJTrump.com",,"153,047","12,040","10,000",video,Video of the crowd in the rally.,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,"TONIGHT: Watch President Donald Trump's Remarks from Tucson, Arizona at 6:00 pm ET! RSVP: bit.ly/31p3Byi V",,"41,669","1,484","9,000",share of Team Trump post,the picture looks like an invitation,11:15 PM,10/20/2020,,,,en,
10/19/2020,trump,Heading for Tucson. See you in a little while. Winning Arizona!,,"167,309","2,882","15,000",post,"no pictures, just post",11:15 PM,10/20/2020,,,,en,
