posted_date,candidate,message,timestamp,likes,shares,comments,type,observation,collected_time,collected_date,twitter post,ig_post,comment,language,media
11/27/2020,trump,no words,9:43 AM,"53,888","4,146","6,400",link to Newsmax,clip from a NewsMax TV story,12:00 PM,12/1/2020,,,,en,
11/27/2020,trump,"No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday!",10:01 AM,"234,945","10,401","23,000",link to Newsmax,story on GA TRump supporters not voting senate race,12:00 PM,12/1/2020,,,,en,
11/27/2020,trump,Yesterday’s news conference being broadcast in full now on Newsmax. Enjoy!,10:15 AM,"221,045","7,122","23,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/27/2020,trump,"Biden can only enter the White House as President if he can prove that his ridiculous “80,000,000 votes” were not fraudulently or illegally obtained. When you see what happened in Detroit, Atlanta, Philadelphia & Milwaukee, massive voter fraud, he’s got a big unsolvable problem!",11:02 AM,"771,985","55,730","114,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/27/2020,trump,no words,12:55 PM,"158,749","15,492","16,000",link to newsmax,clip of a newsmax story,12:00 PM,12/1/2020,,,,en,
11/27/2020,trump,"Biden did poorly in big cities (Politico), except those of Detroit (more votes than people!), Philadelphia, Atlanta and Milwaukee, which he had to win. Not surprisingly, they are all located in the most important swing states, and are long known for being politically corrupt!",2:42 PM,"270,471","14,283","42,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/27/2020,trump,The restaurant business is being absolutely decimated. Congress should step up and help. Time is of the essence!,6:56 PM,"319,951","14,809","22,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/27/2020,trump,Rudy Giuliani will be on Greg Kelly Reports. 7:15 P.M. Newsmax,7:16 PM,"214,781","5,010","19,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/27/2020,trump,no words,9:58 PM,"119,004","17,768","23,000",link to newsmax,clip of newsmax interview with guiliani,12:00 PM,12/1/2020,,,,en,
11/28/2020,trump,So much credit to all of the brave men and women in state houses who are defending our great Constitution. Thank you!,11:34 AM,"611,715","17,197","39,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/28/2020,trump,Alan Dershowitz: Trump was ‘Absolutely Right‘ to Pardon Michael Flynn,1:37 PM,"153,999","3,762","9,400",link to breitbart.com,story on Trump's pardon of Flynn,12:00 PM,12/1/2020,,,,en,
11/28/2020,trump,"Fox News daytime is virtually unwatchable, especially during the weekends. Watch OANN, Newsmax, or almost anything else. You won’t have to suffer through endless interviews with Democrats, and even worse!",3:13 PM,"451,310","19,087","40,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/28/2020,trump,"The Wisconsin recount is not about finding mistakes in the count, it is about finding people who have voted illegally, and that case will be brought after the recount is over, on Monday or Tuesday. We have found many illegal votes. Stay tuned!",3:13 PM,"355,972","17,746","20,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/28/2020,trump,"Specific allegations were made, and we have massive proof, in the Pennsylvania case. Some people just don’t want to see it. They want nothing to do with saving our Country. Sad!!!",3:14 PM,"379,191","17,249","45,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/28/2020,trump,"The number of ballots that our Campaign is challenging in the Pennsylvania case is FAR LARGER than the 81,000 vote margin. It’s not even close. Fraud and illegality ARE a big part of the case. Documents being completed. We will appeal!",4:09 PM,"503,775","23,931","57,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/28/2020,trump,no words,7:48 PM,"130,766","19,740","24,000",link to newsmax,clip on voter fraud ,12:00 PM,12/1/2020,,,,en,
11/29/2020,trump,"Will be doing an interview with Maria Bartiromo at 10:00 A.M. on Fox News. Enjoy!
",9:05 AM,"194,495","5,636","27,000",post,"no pictures, just post",12:00 PM,12/1/2020,,,,en,
11/29/2020,trump,no words,11:27 AM,"67,537","4,942","6,900",link to FoxNews.com,clip of interview of Trump with Bartimoro,1:00 PM,12/1/2020,,,,en,
11/29/2020,trump,no words,11:27 AM,"103,093","7,710","16,000",link to foxNews.com,clip of interview of Trump with Bartimoro,1:00 PM,12/1/2020,,,,en,
11/29/2020,trump,no words,11:28 AM,"133,878","6,794","24,000",link to foxNews.com,clip of interview of Trump with Bartimoro,1:00 PM,12/1/2020,,,,en,
11/29/2020,trump,"We have some big things happening in our various litigations on the Election Hoax. Everybody knows it was Rigged. They know Biden didn’t get more votes from the Black community than Obama, & certainly didn’t get 80,000,000 votes. Look what happened in Detroit, Philadelphia, plus!",7:36 PM,"519,918","24,413","46,000",post,"no pictures, just post",1:00 PM,12/1/2020,,,,en,
11/29/2020,trump,"60 Minutes never asked us for a comment about their ridiculous, one sided story on election security, which is an international joke. Our 2020 Election, from poorly rated Dominion to a Country FLOODED with unaccounted for Mail-In ballots, was probably our least secure EVER!",8:06 PM,"338,959","14,970","30,000",post,"no pictures, just post",1:00 PM,12/1/2020,,,,en,
11/29/2020,trump,"“Democrats suffered crushing down-ballot loss across America.” New York Times. This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!",9:59 PM,"445,642","24,572","50,000",post,"no pictures, just post",1:00 PM,12/1/2020,,,,en,
11/30/2020,trump,"I’m not fighting for me, I’m fighting for the 74,000,000 million people (not including the many Trump ballots that were “tossed”), a record for a sitting President, who voted for me!",8:46 AM,"749,087","26,440","75,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
11/30/2020,trump,"Why won’t Governor Brian Kemp, the hapless Governor of Georgia, use his emergency powers, which can be easily done, to overrule his obstinate Secretary of State, and do a match of signatures on envelopes. It will be a “goldmine” of fraud, and we will easily WIN the state. Also, quickly check the number of envelopes versus the number of ballots. You may just find that there are many more ballots than there are envelopes. So simple, and so easy to do. Georgia Republicans are angry, all Republicans are angry. Get it done!",9:07 AM,"508,570","37,550","52,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
11/30/2020,trump,"During this special time of the year, I am delighted to share “America the Beautiful” and pay tribute to the majesty of our great Nation. Together, we celebrate this land we are all proud to call home. #WHChristmas",9:29 AM,"217,091","12,453","21,000",share post from Melania Trump's FB page,video of Christmas White House decorations,10:00 AM,12/7/2020,,,,en,
11/30/2020,trump,Moderna now applying for Emergency Vaccine Approval.. FDA MUST ACT QUICKLY!!! “Operation Warp Speed has been a great modern day miracle.”,11:21 AM,"148,695","4,188","16,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
11/30/2020,trump,no words,11:22 AM,"53,158","4,337","5,700",link to Right Side Broadcasting,video feed of Arizona state legislature hearing on election fraud,10:00 AM,12/7/2020,,,,en,
11/30/2020,trump,Trump legal team in Arizona and on One America News Network now. Big “stuff”. Enjoy!,12:15 PM,"363,520","11,030","23,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
11/30/2020,trump,"One America News Network  WOW, total election corruption in Arizona. Hearing on now! Why isn’t Fox News covering the Arizona hearings?",12:37 PM,"305,643","17,966","41,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
11/30/2020,trump,no words,1:06 PM,"68,251","7,772","15,000",link to right Side Broadcasting,video of Arizona state legislature hearing on election fraud,10:00 AM,12/7/2020,,,,en,
11/30/2020,trump,Arizona hearings on live right now on One America News Network. Such total corruption. So sad for our country!,6:51 PM,"260,458","8,852","35,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,Donald Trump Calls In to Arizona Voter Fraud Hearing: We‘re Fighting Back - A very inspiring hearing. Such great support from both witnesses to election fraud and political leaders!,7:15 AM,"240,528","7,653","20,000",link to Breitbart.com,story on Trump calling Arizona state legislature hearing on election fraud,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,"A judge in Nevada has ordered Clark County officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 1:00 P.M. tomorrow. Richard Grenell, Adam Laxalt, Matt Schlapp",7:18 AM,"501,025","28,545","39,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,"“The president was RIGHT when he said get the kids back in school—Now Dr. Fauci says, 'You know what, I'm looking at the data—the kids should be in school.'"" Brian Kilmeade",9:26 AM,"89,134","10,373","6,700",link to foxNews.com,clip of FoxNews video on COVID and kids going to school,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,9:38 AM,"68,253","12,596","4,800",link to foxNews.com,clip of tucker carlson talking about COVID and kids going to school.,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,9:39 AM,"96,926","15,626","7,700",link to foxNews.com,clip of Sean Hannity talking about voter fraud,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,9:39 AM,"77,720","14,315","9,300",link to OANN.com,clip ,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,10:09 AM,"60,226","8,459","9,500",link to right Side Broadcasting,video of michigan state senate committee on election issues,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,1:54 PM,"83,025","14,391","6,700",link to OANN.com,clips of michigan state senate committee hearing on election issues,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,1:54 PM,"74,119","10,748","5,700",link to oaNN.com,clips of michigan state senate committee hearing on election issues,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,1:55 PM,"69,262","9,647","3,900",link to oaNN.com,clips of michigan state senate committee hearing on election issues,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,Hope everybody is watching One America News Network right now. Other media afraid to show. People are coming forward like never before. Large truck carrying hundreds of thousands of fraudulent (FAKE) ballots to a voting center? TERRIBLE - SAVE AMERICA!,2:33 PM,"492,411","45,575","62,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,Michigan voter fraud hearing going on now!,2:36 PM,"381,071","10,800","31,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,LIVE NOW! Press Conference by Amistad Project: “Election Whistleblowers Come Forward”,2:42 PM,"76,190","5,751","8,300",link to NTD news,YouTube video on Amistad Project,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,3:45 PM,"85,864","14,645","16,000",link to oaNN.com,clip of whistleblower connected to Amistad Project,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,3:45 PM,"110,197","28,228","10,000",link to oaNN.com,clip of whistleblower connected to Amistad Project,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,Jesse Morgan—a truck driver (subcontractor) with USPS in PENNSYLVANIA...,3:52 PM,"234,466","110,764","34,000",link to oaNN.com,clip of whistleblower connected to Amistad Project,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,4:33 PM,"109,915","21,689","12,000",link to oaNN.com,clip of whistleblower connected to Amistad Project,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,4:42 PM,"351,167","74,352","49,000",link to WashingtonExaminer.com,story on whistleblower and elections,10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,"Section 230, which is a liability shielding gift from the U.S. to “Big Tech” (the only companies in America that have it - corporate welfare!), is a serious threat to our National Security & Election Integrity. Our Country can never be safe & secure if we allow it to stand. Therefore, if the very dangerous & unfair Section 230 is not completely terminated as part of the National Defense Authorization Act (NDAA), I will be forced to unequivocally VETO the Bill when sent to the very beautiful Resolute desk. Take back America NOW. Thank you!",9:47 PM,"504,620","35,474","38,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,Pardon investigation is Fake News!,10:42 PM,"181,212","6,107","19,000",post,"no pictures, just post",10:00 AM,12/7/2020,,,,en,
12/1/2020,trump,no words,11:19 PM,"379,275","48,292","75,000",link to Justthenews.com,story on whistleblower and elections,10:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,12:15 AM,"108,947","26,613","10,000",link to foxNews.com,clip of Sean Hannity on whistleblowers and elections,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,12:15 AM,"130,236","38,792","21,000",link to oaNN.com,clip of the tipping point show on trump's lawsuits,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,Big voter fraud hearings today in the Great State of Michigan. This election is a far bigger scandal (FRAUD!) than anyone would have thought - not even close. Watch today!,10:23 AM,"184,693","9,314","15,000",post,"no pictures, just post",11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,"Thank you to Sen. Tom Cotton for the really nice words on all we are doing, and have done. We will win!",10:40 AM,"398,193","11,249","42,000",post,"no pictures, just post",11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,11:23 AM,"53,396","7,105","4,700",link to Breitbart.com,clip of Michigan senate hearings on election fraud,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,11:24 AM,"43,735","4,266","6,300",link to Breitbart.com,clip of Michigan senate hearings on election fraud,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,"Will be going to Georgia for a big Trump Rally in support of our two great Republican Senators, David and Kelly. They are fantastic people who love their Country and love their State. We must work hard and be sure they win. #USA",11:49 AM,"389,437","13,695","31,000",post,"no pictures, just post",11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,Next—Press Secretary Kayleigh McEnany holds a press briefing.,1:07 PM,"35,333","1,496","7,100",link to WhiteHouse.gov,video of press conference,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,This may be the most important speech I've ever made....,3:51 PM,"715,868","334,104","207,000",video,video of Trump's speech on voter fraud,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,5:57 PM,"66,333","6,473","6,600",link to right Side Broadcasting,vidoe of Guiliani in Michingan state senate hearing on election fraud,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,"In Arizona, it turns out that 3% of the votes cast in the 100 count vote sampling were tainted or worse. This would be, if carried forward, approximately 90,000 votes more than we would need to win the State. Now we were granted a much larger sample to work with. Wow!",6:45 PM,"503,960","37,664","46,000",post,"no pictures, just post",11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,8:11 PM,"137,891","8,344","17,000",link to breitbart.com,clip of trump's speech on voter fraud,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,9:49 PM,"97,134","21,476","7,500",link to FoxBusinessNews.com,clip of Lou Dobbs,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,9:50 PM,"53,142","10,631","5,300",link to FoxBusinessNews.com,clip of Lou Dobbs on whistleblowers,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,9:51 PM,"82,072","11,800","12,000",link to oaNN.com,Video feed of Guiliana's remarks in the Michigan senate on voter fraud.,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,9:51 PM,"100,424","12,612","10,000",link to oaNN.com,Video feed of Guiliana's remarks in the Michigan senate on voter fraud.,11:00 AM,12/7/2020,,,,en,
12/2/2020,trump,no words,9:52 PM,"114,215","19,505","21,000",link to oaNN.com,Video feed of Guiliana's remarks in the Michigan senate on voter fraud.,11:00 AM,12/7/2020,,,,en,
12/3/2020,trump,no words,7:30 AM,"139,371","43,911","23,000",share post of Arizona Republican Party FB post,video Kelli Ward on Dominion voting machines,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,no words,9:55 AM,"42,142","2,995","6,200",link to right Side Broadcasting,video of Georgia state senate oversight committee on election fraud,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,"Looks like certain Republican Senators are getting cold feet with respect to the termination of Big Tech’s Section 230, a National Security and Election Integrity MUST. For years, all talk, no action. Termination must be put in Defense Bill!!!",10:21 AM,"222,758","11,717","18,000",post,"no pictures, just post",10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,Thank you to Representative Mo Brooks!,10:23 AM,"117,531","1,894","6,800",post,"no pictures, just post",10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,"The “Republican” Governor of Georgia, Brian Kemp, and the Secretary of State, MUST immediately allow a signature verification match on the Presidential Election. If that happens, we quickly and easily win the State and importantly, pave the way for a big David and Kelly WIN!",10:34 AM,"423,794","25,907","66,000",post,"no pictures, just post",10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,Georgia hearings now on OANN. Amazing!,11:10 AM,"211,278","8,256","26,000",post,"no pictures, just post",10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,no words,1:12 PM,"60,568","6,502","8,600",link to right Side Broadcasting,video of Georgia state senate oversight committee on election fraud,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,no words,2:04 PM,"145,303","30,816","14,000",share of team trump post,video of OANN from Georgia on voter fraud hearings,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,no words,2:04 PM,"70,995","14,807","19,000",share of team trump post,video of oann from Georgia on voter fraud hearings,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,"Wow! Blockbuster testimony taking place right now in Georgia. Ballot stuffing by Dems when Republicans were forced to leave the large counting room. Plenty more coming, but this alone leads to an easy win of the State!",2:05 PM,"476,902","38,203","57,000",post,"no pictures, just post",10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,Congratulations Coach Lou Holtz!,3:23 PM,"105,227","6,426","54,000",video,video of Holtz's coaching career and at the White House,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,“Pro-Biden effort offered Native Americans $25-$500 Visa gift cards and jewelry to vote”,3:51 PM,"217,578","46,913","43,000",link to washingtonexaminer.com,story on Pro-Biden efforts to get Native Americans to vote,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,“Dominion contractor at Detroit counting center says thousands of ballots were scanned multiple times”,4:13 PM,"342,336","72,135","48,000",link to Justthenews.com,Story on Dominion contractor scanned ballot multiple times,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,"“Nevada 'fraud': 1,500 ‘dead’ voters, 42,248 voted ‘multiple times,’ RV camps as 'homes'”",5:07 PM,"451,119","99,061","65,000",link to washingtonexaminer.com,Nevada voter fraud story,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,"“Nevada Court Hears Of USPS Witness Obstruction, Flawed Machine Inspections, And Deceased Voters”",5:08 PM,"177,217","16,852","19,000",link thenationalpulse.com,Nevada voter fraud story,10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,"Governor Doug Ducey of Arizona hired a lawyer today. Wouldn’t allowing a strong check of ballots, which would be easier and so much better for our Country, be easier on him and the great State of Arizona?",8:17 PM,"205,135","14,494","32,000",post,"no pictures, just post",10:15 AM,12/8/2020,,,,en,
12/3/2020,trump,People in Georgia got caught cold bringing in massive numbers of ballots and putting them in “voting” machines. Great job Brian Kemp!,8:31 PM,"465,966","42,781","59,000",post,"no pictures, just post",10:15 AM,12/8/2020,,,,en,
12/4/2020,trump,"The best way to insure a Kelly and David VICTORY is to allow signature checks in the Presidential race, which will insure a Georgia Presidential win (very few votes are needed, many will be found). Spirits will soar and everyone will rush out and VOTE! Brian Kemp",8:03 AM,"164,652","7,635","13,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,"Very sadly for our Nation, it looks like Senator Jim Inhofe will not be putting the Section 230 termination clause into the Defense Bill. So bad for our National Security and Election Integrity. Last chance to ever get it done. I will VETO!",8:04 AM,"267,870","12,909","35,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,Big Rally Saturday Night in Georgia!!!,8:22 AM,"239,753","8,679","19,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,"Whistleblowers reveal that the USPS is responsible for tampering with hundreds of thousands of ballots. One America News Network This long time Democrat stronghold got rid of massive numbers, especially in swing states, during and before delivery of the ballots. Well documented evidence!",8:22 AM,"379,808","46,165","56,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,"A provision is in the NDAA for the renaming, or even desecration, of National Monuments in National Parks. This is not what our Country wants!",9:18 AM,"84,351","3,753","9,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,GET TOUGH REPUBLICANS!,9:18 AM,"735,555","26,906","63,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,RIGGED ELECTION!,9:18 AM,"723,068","27,530","154,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,MAKE AMERICA GREAT AGAIN!,9:19 AM,"1,013,324","24,547","120,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,no words,9:42 AM,"151,623","6,191","19,000",link to donaldjtrump.com,"announcement of ""Victory Rally"" in Georgia",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,"The only thing more RIGGED than the 2020 Presidential Election is the FAKE NEWS SUPPRESSED MEDIA. No matter how big or important the story, if it is even slightly positive for “us”, or negative for “them”, it will not be reported!",2:56 PM,"473,756","37,262","70,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,no words,3:46 PM,"40,905","1,908","4,400",link to right Side Broadcasting,video asking for donations to help Right Side Broadcasting cover events,10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,STOCK MARKET REACHES NEW ALL-TIME HIGH!,5:45 PM,"410,928","13,301","54,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,Watch Sean Hannity tonight at 9:00 P.M. Eastern — story on Voter Fraud!,5:46 PM,"130,004","8,088","13,000",post,"no pictures, just post",10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,no words,5:52 PM,"155,701","6,622","16,000",share of team trump post,RSVP for Georgia Victory Rally,10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,"Thank you to Senate President Karen Fann and House Speaker Russell Bowers – and all, for what you are doing in Arizona. A fast check of signatures will easily give us the state. Votes against have been reduced to a very small number!",5:59 PM,"373,927","49,359","24,000",post,Press release of Arizona State Legislature calls to audit Maricopa County vote,10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,no words,6:00 PM,"157,429","64,142","21,000",link to oaNN.com,video clip of whistleblowers and election fraud,10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,no words,8:28 PM,"105,805","16,648","11,000",link to oaNN.com,video clip of whistleblowers and election fraud,10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,no words,9:44 PM,"108,201","35,531","12,000",link to oaNN.com,video clip alleges voter fraud in Georgia,10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,no words,9:45 PM,"84,948","18,746","10,000",link to newsmax,videoclip of stinchfield on Georgia voter fraud allegations,10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,no words,10:07 PM,"105,087","16,779","13,000",link to foxNews.com,sean hannity interviews giuliani,10:30 AM,12/8/2020,,,,en,
12/4/2020,trump,no words,10:07 PM,"121,292","26,336","22,000",link to foxnews.com,sean hannity on voter fraud in Georgia,10:30 AM,12/8/2020,,,,en,
12/5/2020,trump,"See you tonight at 7PM, Georgia!",11:45 AM,"144,679","9,609","17,000",video,clip of people waiting to attend Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,"I will easily & quickly win Georgia if Governor Brian Kemp or the Secretary of State permit a simple signature verification. Has not been done and will show large scale discrepancies. Why are these two “Republicans” saying no? If we win Georgia, everything else falls in place!",12:03 PM,"487,919","31,536","97,000",post,"no pictures, just post",11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,no words,12:24 PM,"150,975","6,717","20,000",share of team trump post,RSVP for Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,"Leaving for Georgia now.
See you soon!",5:08 PM,"432,130","6,911","40,000",post,"no pictures, just post",11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,"Between Governor Doug Ducey of Arizona and Governor Brian Kemp of Georgia, the Democrat Party could not be happier. They fight harder against us than do the Radical Left Dems. If they were with us, we would have already won both Arizona and Georgia.￼ We received more LEGAL votes by far. All I can do is run, campaign, and be a good (great!) President – it is 100% up to the states to manage the election. Republicans will NEVER forget this.",5:50 PM,"377,836","24,335","66,000",post,"no pictures, just post",11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,"LIVE: President Trump in Valdosta, GA #Valdosta #Georgia",7:15 PM,"287,240","44,196","161,000",video,live video feed from Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,no words,9:27 PM,"166,019","9,299","8,800",video,clip of Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,no words,9:27 PM,"60,148","2,277","3,000",video,clip of Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,no words,9:28 PM,"47,269","1,421","2,900",video,clip of Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,no words,9:28 PM,"49,230","1,900","4,700",video,clip of Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,no words,9:28 PM,"56,974","15,937","10,000",video,video of commercial against Dems in Georgia,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,no words,9:28 PM,"93,319","3,879","7,600",video,clip of Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,"Register to vote before Monday 12/7. Register now on Georgia.gov, then request your absentee ballot before 12/31 - do it TODAY, and return your ballot the same day you get it. If you aren’t planning to vote by mail, vote early in person, or vote on Election Day!",9:39 PM,"168,569","12,150","14,000",photo,photo of Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,"The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you want revenge on the Democrats for their efforts to steal the Presidential election, where we are fighting hard, you have to show up and vote in RECORD numbers!",9:41 PM,"518,981","45,077","49,000",photo,photo of Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/5/2020,trump,no words,9:48 PM,"161,834","15,196","28,000",video,clip of Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/6/2020,trump,"***Live Updates*** Trump Holds Georgia Rally for Sens. Loeffler, Perdue - A great evening in beautiful Georgia!",7:39 AM,"87,820","1,776","6,800",link to breitbart.com,story on Georgia Victory Rally,11:05 AM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:51 AM,"38,440","1,716","5,200",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,And getting a total pass from the media!,7:52 AM,"81,219","4,391","7,300",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:53 AM,"20,691",369,"1,500",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:53 AM,"24,731",537,"2,300",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:53 AM,"25,914",694,"1,800",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:54 AM,"31,960",828,"1,700",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:54 AM,"31,093",614,"2,100",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:54 AM,"82,337","3,225","12,000",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:55 AM,"85,701","3,674","6,400",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:57 AM,"35,753",699,"4,100",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
12/6/2020,trump,no words,7:57 AM,"36,674","1,009","7,200",share of team trump post,clip of Georgia Victory Rally,1:00 PM,12/8/2020,,,,en,
